abk_bahnhof,Name Haltestelle,lat,lon
CAAG,Cappella-Agnuzzo,45.99325999,8.924449998
HEST,"Heimisbach, Sternen",47.01450283,7.765490353
HEKB,"Heimisbach, Krummholzbad",47.01783133,7.768535679
BEDO,"Bettenhausen, Dorf",47.17175145,7.718316986
RHSS,"Röthenbach b. H., Schützenhaus",47.2077271,7.679975937
COUS,Cousset,46.81860488,6.977491131
BIAE,Biel/Bienne Aebistrasse,47.13064976,7.249009563
TELT,Tellsplattentunnel,46.93253841,8.612929212
BIBF,"Biel/Bienne, Bahnhof/Gare",47.1334689,7.243314411
SOGO,Sorengo,46.00038999,8.934830002
CASL,Caslano,45.97774,8.876290002
ZOBF,"Zollbrück, Bahnhof",46.97568025,7.742321351
WABF,"Wasen i.E., Bahnhof",47.04354249,7.791721577
RAOB,"Ranflüh, Oberdorf",46.98547045,7.741022694
SWAR,"Sumiswald, Arch",47.02948385,7.747729497
GVAL,Grandval,47.2835889,7.421882091
RYN,Rynächt Nord,46.86334793,8.635466856
STAF,Stabio,45.84970966,8.943942214
VIGA,Vigana (c bin),46.15070363,8.980897158
MOUG,"Moutier, gare",47.28073857,7.380972745
ZOL,Zollikofen,47.00182594,7.462911196
LIFE,Ligerz Festi,47.08715129,7.132039458
BDSH,"Burgdorf, Schützenhaus",47.05847002,7.629960054
BDJS,"Burgdorf, Jungfraustrasse",47.0536272,7.621019489
RUKI,"Rüdtligen, Käserei",47.08703202,7.569916501
HBBS,"Herzogenbuchsee, Bernstrasse",47.18664087,7.703242215
FRIG,"Frutigen, Ischlag",46.59113687,7.64911352
EGTI,"Eggiwil, Tenndli",46.86175528,7.774452918
EGLE,"Eggiwil, Leimen",46.86817433,7.793576665
UEUW,Uetendorf Unterwerk,46.7724077,7.5976054
HEDM,"Hellsau, Dorfmitte",47.14625678,7.647675492
LGP,Lugano-Paradiso,45.98937264,8.946889752
GRU,Grubenwald,46.57981057,7.382968779
RUV,Rüfenacht BE (Verzw),46.92522597,7.530487157
BUHO,Büren zum Hof,47.09594999,7.518809996
MAGN,Maroggia Galleria Nord,45.94178412,8.971167853
OZPO,"Obersteckholz, Post",47.19954062,7.817639749
HOZ,Zollikofen HOZ,47.00325184,7.464403335
MOOS,Moos,46.90998594,7.401026371
WIED,Wiedlisbach,47.25288,7.646100001
BLCE,Blenio Cent. elettrica (bif),46.33439833,8.980372066
BDTW,Burgdorfer Tunnel West,47.06438208,7.633930245
UE,Uetendorf,46.77492419,7.572846923
FBR,Fraubrunnen,47.08658155,7.522215944
REBH,"Reichenbach i. K., Buchholz",46.61302095,7.673322143
RARM,"Ranflüh, Ranflühmatte",46.99027092,7.735252365
TRDF,"Triboltingen, Dorf",47.66127791,9.109656854
MTB,Montbovon,46.4854261,7.04214049
GZ,Galmiz,46.95087063,7.153207344
SCR,Schönried,46.50454,7.291099994
RAM,Ramsei,46.996877,7.70993011
BOW,Bowil,46.90004819,7.698053526
HBN,Herzogenbuchsee Nord (Ge),47.19696088,7.695111729
STDO,"Steffisburg, Dorf",46.78015972,7.633899816
PIN,Pino transito,46.10455132,8.757019471
WBDO,Worb Dorf,46.92998,7.562470001
BIGE,Bigenthal,46.96539813,7.623374715
DEI,Deisswil,46.95822822,7.513268539
SAMW,"Safnern, Moosweg",47.15388507,7.329436082
SAIN,"Safnern, Industriestrasse",47.15576195,7.33584081
DEKP,"Derendingen, Kreuzplatz",47.19967951,7.580722651
LTLO,"Langenthal, Löwenplatz",47.21021354,7.787513732
LTZE,"Langenthal, Zelgligasse",47.21338585,7.776379765
LTNU,"Langenthal, Neuhüsli",47.2078975,7.782984458
BFV,Belfaux-Village,46.82269999,7.110230003
TSAM,Tschamerie,47.0249966,7.636970806
BIBZ,"Biel/Bienne, Brunnenplatz",47.13856618,7.24490379
BIHS,"Biel/Bienne, Heilmann-Strasse",47.14274374,7.249344664
BDKK,"Burgdorf, Katholische Kirche",47.05824417,7.619416145
LTPI,"Langenthal, Passhöchi",47.21328174,7.793091219
LTMI,"Langenthal, Mittelstrasse",47.20797763,7.786258427
LTRI,"Langenthal, Rössli",47.21025247,7.792450776
LTDR,"Langenthal, Dreilinden",47.21730099,7.769328336
LTDE,"Langenthal, Dennli",47.20150843,7.780897738
CAMN,Camorino Nord,46.15859631,8.985806225
GIVO,Givisiez Ouest,46.81675762,7.119683513
OIS,Oberwil im Simmental,46.65613563,7.435483347
SERO,Serocca,46.00852,8.904570004
SCBS,Schönbühl RBS,47.02048,7.497809999
ERLA,Erlach (Schiff),47.04927558,7.097425351
ABE,Aarberg,47.04454128,7.278692566
LTHG,Langenthal Gaswerk,47.2248,7.78218
LAIA,Langenthal Industrie Nord Ausw,47.23008149,7.788026771
GIDG,Galleria Giustizia,46.32745142,8.982486866
BORC,Borgnone-Cadanza,46.15852,8.6225
LAMC,Lamone (c bin),46.02450999,8.934629995
BDST,"Burgdorf Steinhof, Bahnhof",47.05311087,7.617582676
BREL,Les Breuleux-Eglise,47.21300819,7.002421546
CHXB,La Chaux-des-Breuleux,47.22049485,7.025418417
LTHB,"Langenthal, Bahnhof",47.21686983,7.78446791
LTC,Lausanne-Triage C,46.5308367,6.545076577
ONB,Onnens-Bonvillars,46.83264056,6.689858901
MATX,Mattstetten Aespli,47.02755596,7.522822174
SIFI,Siselen-Finsterhennen,47.03114999,7.180390006
HWIL,Huttwil,47.11449004,7.842607663
VVP,Vevey-Plan (lac),46.46506316,6.834235585
TRWD,Trachselwald,47.01655938,7.736936133
KIBF,"Kirchberg-Alchenflüh, Bahnhof",47.08218447,7.58156541
GUGO,"Gurtnellen Wiler, Gotthardstr.",46.72784001,8.623258509
WAEN,Wängi,47.49630839,8.953288129
HBBF,"Herzogenbuchsee, Bahnhof",47.18825178,7.701355758
NZPO,"Niederönz, Gemeindehaus",47.1844239,7.691560601
SGET,"St. Gallen, Etzelbünt",47.41537481,9.38675836
HO,Hochdorf,47.16697519,8.288699624
SPNI,Spiez Niesenbrücke (Abzw),46.68449018,7.682458474
RTRZ,"Rothrist, Hungerzelg",47.29612907,7.858265795
CHTU,Châtelaine (tunnel),46.20632694,6.119323744
KZS,Kerzers Süd (Abzw),46.97376238,7.19248074
DAYS,Le Day sous-station,46.72055546,6.398487608
LTSA,Lausanne-Triage SALT,46.52349279,6.527411929
WIS,Wildegg Süd,47.39798533,8.170299382
TAMO,Tägermoos (Abzw),47.65699506,9.149648181
TERE,Galerie Territet Sud,46.42243592,6.924287171
SLB,Sur-le-Buis,46.3533,7.100629999
TI,Tägertschi,46.88228633,7.58083657
HMB,Heimberg,46.79087368,7.606130708
BIZO,"Biel/Bienne, Zollhaus/Octroi",47.1576768,7.273621371
KAL,Kallnach,47.02552339,7.235196476
LQGV,Landquart Güterverkehr,46.95787849,9.555741096
HADF,Hardfeld (Df),47.03508262,7.525794122
WBHF,"Winterthur, Hauptbahnhof",47.49973061,8.72370375
AIPM,Aigle-Place-du-Marché (DIAB),46.31669,6.969829998
SAVL,"Sargans, Vild",47.05616839,9.449117503
CUCG,Cully (lac),46.48747195,6.731615508
EPFL,"Ecublens VD, EPFL",46.52219591,6.566141398
SENO,Seon Nord,47.35315657,8.160253102
SPK,Spitzkehre (Lenzburg),47.38677728,8.173257946
LTZI,"Langenthal, Zelgli",47.21607469,7.773492409
MBUD,"Meinisberg, Unterdorf",47.16072397,7.353911419
MBNS,"Meinisberg, Niesenstrasse",47.15812572,7.344078091
AFWE,Affoltern-Weier,47.06191708,7.749855469
SCMI,Schmitten FR,46.86294136,7.253920398
WAUN,"Wangen a.d. Aare, Unterführung",47.23004931,7.653983747
MEZS,Mezzovico-Sigirino,46.07549,8.928449999
CHS,Cheyres,46.81694583,6.786393707
BRTM,Brüttenertunnel Ber. Mülberg,47.43072993,8.650990064
RIN,Ringgenberg,46.70386126,7.899825448
SCPX,"Scuol, posta",46.79552178,10.29523248
SCUX,"Scuol, Bogn Engiadina",46.79835624,10.30174003
LTF,Lausanne-Triage F,46.52531154,6.529706488
RTWB,"Riedtwil, Bahnhof",47.14013772,7.693672146
GWSO,"Grasswil, Sonne",47.15221081,7.680214278
RTEM,Route de Morgins,46.23215133,6.921420456
CUG,Cugniel (B),46.69466645,9.480899231
KD,Kaufdorf,46.83788683,7.501856703
RIBS,Rivera-Bironico Sottocentrale,46.12579041,8.924437488
IOBF,"Interlaken Ost, Bahnhof",46.69031681,7.869068473
FAHR,"Fahrwangen, Bahnhof",47.29523376,8.237484817
BIMM,"Biel/Bienne, Mühle/Moulin",47.14633851,7.270320974
ESP,Essert-Pittet,46.72767332,6.580655818
MIES,Mies,46.29848883,6.167654651
BY,Bussigny,46.54759037,6.551826149
OL,Olten,47.35193476,7.907699648
GLHA,Glion-Alpes,46.4338043,6.925753437
SOBN,"Solothurn, Brunngraben",47.20574896,7.516315617
HB,Herzogenbuchsee,47.18808613,7.700958269
BUTE,"Bützberg, Tell",47.21418789,7.743527718
MEOF,"Melchnau, Oberdorf",47.17832173,7.854203376
KA,Kandersteg,46.49539665,7.671412559
EROD,"Ersigen, Oberdorf",47.0916519,7.594477795
VUIB,Vuiteboeuf,46.80376242,6.553740873
BIBO,"Biel/Bienne, Bözingen/Boujean",47.15567603,7.270924368
BAL,Balerna,45.84674506,9.005035609
MBRW,"Meinisberg, Rosenweg",47.16156792,7.351839577
BUKA,"Bützberg, Käserei",47.21581734,7.746388474
RIBE,Riffelberg,45.99294814,7.755090072
GOGR,Gornergrat,45.98331259,7.782192684
RIBO,Riffelboden,46.00117209,7.757643757
RBLP,Zürich RB Limmattal Depot/Bau,47.41495747,8.392519555
LGSR,"Lichtensteig, Steigrüti",47.33374413,9.087244062
ECU,Ecublens-Rue,46.61043024,6.811054981
SAN,S. Antonino,46.15904914,8.969520646
STBR,"Stein SG, Breitenau",47.20451742,9.221875116
AL,Altdorf UR,46.87573871,8.631575417
PLAC,Planchamp,46.45118,6.901000001
BIER,Bière,46.53743999,6.336909994
KINY,"Kirchberg BE, Nyco",47.08916868,7.581010853
SP,Spiez,46.68639567,7.680103058
RECK,Reckingen VS,46.46822532,8.243888022
FIE,Fiesch,46.40628477,8.134191753
HED,Hedingen,47.29878523,8.445965553
BSDO,Bassersdorf Ost (Vzw),47.43770958,8.63113963
LBW,Lenzburg West (Abzw),47.39267185,8.165913938
SPIN,Spinas,46.55983999,9.845329998
TAES,Täsch,46.06745579,7.774507214
HEBR,Herbriggen,46.13214788,7.791634903
VEMO,Versmont,46.34142,7.006949998
ROUL,La Roulaz,46.33132,7.00148
AGHO,Aigle-Parc Aventure,46.3153,6.986219994
IW,Interlaken West,46.68262798,7.851453138
FR,Frutigen,46.58890754,7.651418315
DABF,"Därligen, Bahnhof",46.65978961,7.81444736
KAIK,"Kandersteg, Im Kehr",46.50308179,7.679413307
SCUW,Unterwerk Pian Scairolo,45.98089982,8.925869297
OSTP6,Ostermundigen Poststrasse 6,46.95715528,7.482998012
LRKA,"Langnau bei Reiden, Käserei",47.23080185,7.961466959
MROS,Täsch Monte Rosa,46.07453405,7.774760056
NG,Niederglatt ZH,47.48747102,8.503315576
ABHW,"Abtwil SG, Hüslenweg",47.42379665,9.321578289
SAGB,"Sattel, Gondelbahn",47.07882251,8.634847137
TVAL,Tunnel de Vallorbe (Mont d'Or),46.70936152,6.360488501
HWPT,"Horriwil, Post",47.18249591,7.621720755
FFFW,Frauenfeld FW Bahn,47.55743143,8.89591866
ALTR,Altreu,47.19038423,7.44888062
FCK,Frick,47.50734852,8.013092463
AARS,Aarwangen Schloss,47.24518,7.763620002
REAL,Realp,46.59862576,8.503458516
VAL,Vallorbe,46.71240632,6.370565635
KR,Kreuzlingen,47.65255277,9.169080418
BDPW,"Burgdorf, Pulverweg",47.06504034,7.610289911
KLOG,Klosters Gäuggeli (Abzw),46.87910933,9.877264154
KZW,Kerzers West (Abzw),46.97366153,7.192089003
UNPO,Unterentfelden Post,47.36867273,8.044448755
MI,Muri AG,47.27666623,8.339820727
GWRE,"Grasswil, Regenhalden",47.15179289,7.673514176
HUE,Hüswil,47.1285743,7.905862953
SISL,Siselen Ausweiche,47.03210915,7.181918613
BDKR,"Burgdorf, Kronenplatz",47.05596487,7.627252969
CURE,La Cure,46.46515,6.073570005
BIOG,Bioggio,46.01211,8.908890004
ITT,Ittigen bei Bern,46.97331,7.484130006
TAEG,Tägerwilen-Gottlieben,47.65961479,9.132979282
SCHT,Schlatt TG,47.67949979,8.687510823
RAEF,Räfis-Burgerau,47.14994819,9.485185119
EINF,Einfang (Abzw),47.39883261,8.462561689
SGBH,"St. Gallen, Bahnhof",47.42349329,9.370484537
GAE,Gänsbrunnen,47.26565248,7.464915731
OLN,Olten Nord (Abzw),47.36497076,7.918057186
OLNO,Olten Nord-Ost (Abzw),47.35981639,7.915163912
CHSU,Chiasso SM Fascio U,45.83429448,9.007421134
BAGE,"Ecublens VD, Bassenges",46.52458595,6.564590946
THUA,Thurnen Süd (Ausw),46.8076997,7.515402144
PER,Perroy,46.47123186,6.36299226
AIGM,Aigle-Place-du-Marché,46.31723999,6.970339995
WAE,Wädenswil,47.22930728,8.675216271
BWMB,Bern Weyermannshaus (Spw) BLS,46.94928,7.413679995
RBEG,Galleria Roca Bella,46.18041419,8.836930783
LOEW,Muntelier-Löwenberg,46.93797415,7.133261521
LGN,Lugano Nord,46.01022808,8.942654268
LUY,Lussy FR,46.70926453,6.938509391
PONT,Pontarlier,46.90095277,6.353712146
BNB,Bern Brünnen Westside,46.94403701,7.37527808
CHUW,Chur Unterwerk Haldenstein,46.87348669,9.532486914
AF,Affoltern am Albis,47.27607036,8.446594995
BLL,Ballwil,47.15376766,8.316898802
HOL,Bern Holligen,46.94646377,7.409049916
PAPI,Papiermühle,46.97425731,7.47658551
SWEH,Schwanden b. Schüpfen Eichholz,47.03996327,7.435749262
BUAB,Bundkofen Autobahnbrücke,47.04568612,7.3638069
DOAK,"Dotzigen, alte Käserei",47.12025568,7.341892297
MOSE,Moosseedorf,47.01614,7.484849994
KI,Kiesen,46.81894382,7.575501285
LBF,Liebefeld,46.93001116,7.41898787
BRBS,Bern RBS,46.94949,7.439709999
STEL,St-Eloi,46.72024593,6.532509599
FRD,Ballens-Froideville,46.54966,6.390230001
RIKU,"Richenthal, Kurhaus",47.20828664,7.939428026
PFAB,"Pfaffnau, Brunnmatt",47.23383413,7.909003
BRFA,Birrfeld Auto,47.45077522,8.212979852
YVWB,Yverdon William Barbey,46.78899199,6.631676265
RTR,Rothrist,47.30645568,7.879396468
URDW,Urdorf Weihermatt,47.38096998,8.430342513
KGO,Küsnacht Goldbach,47.32685671,8.575964187
BURH,Büchel bei Rüthi (Rheintal),47.2859415,9.541951797
HURO,Hürlistein Ost,47.42163609,8.669530359
HUER,Hürlistein (Abzw),47.42245096,8.663430032
CFES,La Chaux-de-Fonds-Est,47.103486,6.837175998
SGGB,St. Gallen GB,47.41918725,9.364662854
ZLOG,Zürich Lochergut (Abzw),47.37668633,8.51864264
RUHO,Rudolfstetten Hofacker,47.36466872,8.376955987
SCN,Schalunen,47.11016,7.524170001
BGBI,Bibenlos-Sonnenhof,47.35379141,8.350277982
MIBN,Muri bei Bern,46.93141,7.486410001
CHRI,Chriesbach (Abzw),47.40427822,8.613488595
BNSH,Bern Steigerhubel (Abzw),46.94709015,7.410581709
BNWD,Bern Wankdorf,46.96782577,7.465477801
GASH,"Gampel, Schulhaus",46.31516598,7.741756159
ZLEE,Zürich Lettentunnel Ende,47.36767738,8.547916104
BZS,Bischofszell Stadt,47.49214091,9.241478562
VERN,Vernayaz,46.13854601,7.038358586
KE,Kemptthal,47.45283885,8.705586248
ANTX,"Andeer, Tgavugl",46.60482507,9.427525397
REUS,Les Reussilles,47.22433844,7.083135174
SZLT,"Schwyz, Lützelmatt",47.02249953,8.645036441
HGGS,Horgen Güterschuppen,47.25706608,8.596913997
DORF,Dorfnest (Abzw),47.44337803,8.609569804
OFSK,"Oftringen, Schulhaus/Kirche",47.31171382,7.929724794
ZHDW,Zürich Hardbrücke West (Spw),47.38900813,8.503689671
DAYN,Le Day Nord (bif),46.71849769,6.400062367
STKV,Steckborn Ausweiche (Dsta),47.66302852,8.978768029
MXMT,Montreux MVR-mtgn,46.43586,6.912649994
VVCE,Vevey [voie 6-7],46.46291234,6.844283584
POFA,Pont de Fayot,46.21902,6.903730005
ZFFL,Frauenfeld leere Schnitzel,47.55419026,8.875195801
RTRG,Rothrist Grüth,47.31073928,7.881550565
CHAR,Charrat-Fully,46.12681288,7.126476598
RTAL,Rosental,47.4923423,8.975152342
RTH,Rüthi SG,47.28673909,9.536056864
USAX,Untersax,46.83386,9.582430002
ZEBF,"Zell LU, Bahnhof",47.13659959,7.926248599
AIGX,Aigle [voie 11-16],46.31634261,6.964099417
SGAA,"St. Gallen, Arena",47.40751822,9.305152601
FMS,Flums,47.09661665,9.347929248
GIL,Gilamont,46.47142,6.852629995
FFZF,Frauenfeld Zuckerfabrik,47.55588995,8.875228493
NEGW,Neugut West bei DUE (Abzw),47.40316738,8.602141802
BGIS,Bremgarten Isenlauf,47.34606532,8.341525587
CVXX,Les Convers,47.08405605,6.864652363
TW,Thalwil,47.29598141,8.564769449
RUES,Rüschlikon,47.30713187,8.555162655
ZLOW,Zürich HB Löwenstrasse West,47.37911232,8.534543016
OFRB,"Oftringen, Ruhbank",47.29618702,7.936510109
LANT,Lantig (B),47.51861,8.695339995
GAKA,"Susten, Kreuzung Agarn",46.30059522,7.658817561
EVOV,"Les Evouettes, village",46.36415495,6.875812713
BUES,Bütschwil Süd,47.35822862,9.07547691
LKB,"Leukerbad, Busterminal",46.37978813,7.626408956
SAEH,"Sattel, Ecce Homo",47.06899774,8.616681913
NWAL,Niederwald,46.43533102,8.190214149
FUAB,"Fürgangen, Abzw. Bahnhof",46.41074033,8.151182325
FRNT,Franziskustunnel,46.9785185,8.611108639
ALBS,Albistunnel Südportal,47.21330691,8.543369327
TROI,Troistorrents,46.22829,6.915810003
WLKT,Wald Kühweid-Tunnel,47.28031404,8.917504254
SZPO,"Schwyz, Zentrum",47.02120081,8.651321574
RTRS,"Rothrist, Sennhof-Dörfli",47.3055837,7.888965977
BURB,Buchs SG RB,47.17571415,9.477027613
RTBF,"Rothrist, Bahnhof",47.30614573,7.878497471
SAPO,"Sargans, Post",47.04729966,9.441149915
KBGR,Koblenz Grenze,47.60914553,8.234261896
LSNO,Lausen Ost,47.46992169,7.768083152
SELF,Klosters Selfranga,46.85579,9.884249997
SMAT,Tunnel de St-Maurice,46.22141223,7.00246165
SJET,Tunnel de St.Jean,46.20542276,6.124334516
WA,Wattwil,47.29947726,9.086482372
GRS,Grandson,46.80628338,6.64194374
MUI,Le Muids,46.45429999,6.215429994
TEFU,Territet (funi),46.42683102,6.923438814
BTW,Bettwiesen,47.49862133,9.020779633
CARO,Carolina,46.67036999,10.05987
VICG,Villeneuve VD (lac),46.39861691,6.924708495
BUWB,"Buchs SG, Werdenberg",47.16854901,9.463606563
VASM,Valeyres-sous-Montagny,46.79682309,6.611339018
KIPT,Kipfen Ost,46.2045317,7.825206022
CHES,Cheseaux,46.58435,6.60596
VEGL,Vers-l'Eglise,46.35362999,7.134140001
STGR,St-Triphon-Gare,46.27821999,6.973719996
ZHOT,Zürich Hottingen (Spw),47.36808196,8.561866175
SBG,Sihlbrugg,47.23842793,8.577058943
ROBG,Roggwil-Berg,47.48559031,9.392022803
RITZ,Ritzingen,46.45701654,8.22339628
RTHI,"Rüthi (Rheintal), Industrie",47.30001053,9.546077696
RTHB,"Rüthi (Rheintal), Bahnhofstr.",47.28692765,9.532760646
SOOD,Sood-Oberleimbach,47.31962242,8.521519715
NFCH,Neue Forch,47.32581,8.637839993
ZUN,Zürich HB Nord,47.38435171,8.52347135
KBOD,Kalter Boden,46.04517032,7.767077113
FFBG,Frauenfeld FW Bahn Gleisende,47.55780674,8.896524659
SGSG,St. Gallen Betriebsgr. SGA/TB,47.42229255,9.368975035
SURM,"St. Urban, Birchmatt",47.22728461,7.840349325
GRAN,Les Granges (Orbe),46.72097097,6.541469727
TOUR,La Tour-de-Peilz,46.45545289,6.859532673
ROC,Roche VD,46.35869637,6.927052837
BLID,"Blickensdorf, Dorf",47.20187171,8.515071933
ABDO,"Abtwil SG, Dorf",47.42152343,9.316420816
SCNW,Schöftland Nordweg,47.31110728,8.051227413
WASH,"Wattwil, Schmidenbach",47.30797378,9.086315466
WABT,"Wattwil, Bunt",47.31400326,9.084292551
ETAU,"Ebnat, Au",47.26945819,9.115130431
SBSC,"Strengelbach, Schleipfen",47.27758854,7.921097973
GLFU,Glion (funi),46.43187018,6.92376814
COFU,Collonge (funi),46.4282797,6.923516089
GLAS,Gland sous-station,46.41450009,6.263363244
EPG,Eppenberg,47.38184419,8.019720639
RRBT,Rohrbachtunnel,46.69592238,8.594693776
SCHF,Schöftland,47.30587864,8.050016724
SGBS,"St. Gallen, Berneggstrasse",47.41989794,9.374582671
SHS,St. Gallen Schülerhaus,47.42500739,9.387420864
REN,Renens VD,46.53704247,6.578935338
SGMP,St. Gallen Marktplatz,47.42636248,9.376726989
LUMU,Lustmühle,47.40033604,9.359151155
HERO,Hersiwil Ost RL 06,47.16935687,7.636672782
OLBO,Olten Borntunnel Ost,47.32519546,7.894925395
ERZ2,Bern ERZ2,47.29255554,7.7160001
OFWH,"Oftringen, Wirtshüsli",47.30377339,7.931410507
OPIN,Oberbipp Industrie,47.2618705,7.668922965
OFOH,"Oftringen, Obristhof",47.31622426,7.922346286
GOMG,Göschenen Bahnhofplatz,46.66579,8.58834
HRIH,Hinteres Riedholz,47.23531999,7.584749996
RYUE,Rynächt Ueberholgleisanlage,46.84762,8.641089994
TNAO,Tunnel de Nanchau Ouest,46.72871512,6.442786216
SGGU,St. Gallen Guggeien,47.45188385,9.398480957
MELS,Mels,47.05374626,9.417758272
WISB,"Wikon, Schlossberg",47.26232243,7.970680747
WIKK,"Wikon, Kreuzung",47.26361717,7.964906188
ECLC,Eclépens Ciment (embr),46.65609339,6.548623365
BRWW,Brittnau-Wikon West (Agl),47.25970616,7.958578609
BAV,Bavois,46.68767991,6.559334852
FIND,Findelbach,46.0096703,7.748854965
SEMB,Sembrancher,46.07693128,7.14583205
RMSS,Romanel sous-station,46.55603399,6.614167086
OLLO,Ollon VD,46.29682999,6.993100004
BU,Buchs SG,47.16841198,9.478636689
SGBL,"St. Gallen, Bleicheli",47.42181495,9.371855307
ASSE,L'Asse,46.40182,6.211749995
SGF,St. Gallen St. Fiden,47.43454038,9.393443802
TEAO,"Teufen AR, Abzw. Obertobel",47.39837647,9.411855929
LONB,Lonay B (bif),46.52480869,6.524339328
LACL,La Clef,47.1465316,6.984367702
UWPO,"Unterwasser, Post",47.19690854,9.308992877
PUIC,Puidoux-Chexbres Gare,46.49457744,6.766900879
LECR,Lécheires (bif),46.53478714,6.550877729
SZ,Sulz,47.55656213,8.090470368
TALH,Talhaus,47.45144,7.749769996
SCFH,"Schöftland, Holzikerstrasse",47.31178706,8.048343204
BLEI,"Bütschwil, Engi",47.36976704,9.077009887
SGKB,"St. Gallen, Kirche Bruggen",47.40914098,9.331490084
CHAU,La Chaudanne-Les Moulins,46.46605207,7.0967347
PRL,Prélionne,46.50946999,6.480270001
ZFFR,Frauenfeld Zuckerrüben,47.55418764,8.875203171
SPIS,St. Gallen Spisertor,47.42473119,9.379625084
CHF,Châteauneuf-Conthey,46.21610869,7.3051022
KAIO,Kaisten Ost (Abzw),47.55320834,8.045764317
VVVI,Vevey Vignerons,46.469083,6.852821734
JOR,Jor,46.45467,6.965120006
TFDL,Tunnel Fin-de-Lance,46.85263788,6.726795898
SIXF,Six-Fontaines,46.77422433,6.498768602
STAN,Stans,46.95839692,8.366580446
AVIO,Les Aviolats,46.35297,7.113160005
PLAS,Les Planches (Aigle),46.35534,7.055269997
RDMS,"Reiden, Mehlsecken",47.24554592,7.959127818
GBAL,Gland Ballastière,46.41865724,6.260661866
GLAO,Gland Ouest,46.41684337,6.265688729
INKX,Inkwil WolfachertunnelWestRL10,47.19654363,7.681416836
BORT,Born Tunnel OL-RTR,47.32571858,7.894559461
ZAF,Zürich Affoltern,47.42090895,8.508582558
MAEN,Männedorf,47.25342403,8.692346117
HEII,Heiden Gleisende,47.44550575,9.537064321
HINT,Hinteregg,47.30573,8.684339999
DIH,Dinhard,47.55334515,8.752980887
TLH,Thalheim-Altikon,47.56962135,8.757643236
LEBO,Les Bovets,46.35546,7.141639999
HERD,Herdtunnel,46.02917224,7.753333343
RBLO,RBL Ost,47.41524775,8.389979427
ZSTH,Zürich Stadelhofen,47.36660977,8.548489088
TVER,Tunnel de la Verrerie,47.26518085,7.356320352
FILD,Filderen (Agl),47.34062894,8.464576273
LTUN,Läufelfingen Hauensteintunnel,47.38076998,7.864877054
ROR,Rossriet (Spw),46.9979255,9.535423958
WANZ,Wanzwil (Abzw),47.19824499,7.699212948
KH,Krattighalde,46.6625624,7.739542149
OLBZ,Olten Betriebszentrale,47.3551941,7.907914794
MRW,Meiringen West,46.72838097,8.178742582
THFU,Thal Fuchsloch,47.47952345,9.558607807
LF,Läufelfingen,47.39213289,7.856231577
ORBE,Orbe,46.72440837,6.530143012
RILI,Ringlikon,47.36029839,8.477427706
KGD,Küngoldingen,47.30214151,7.941796671
BGOT,Bremgarten Obertor,47.35056777,8.343749327
GM,Granges-Marnand,46.75884492,6.894289729
STTR,St-Triphon Triage,46.28892574,6.96894587
ZOEN,Zürich Oerlikon Nord (Abzw),47.41576813,8.549047707
ZAU,Zürich Aussersihl (Abzw),47.37886214,8.520057196
TAOH,Tanklager Oberhasli,47.46202787,8.484005159
TAFR,Tanklager Frevlig,47.47961396,8.498680178
SAGS,Sargans Süd,47.04478851,9.446214849
WIT,Wittenbach,47.46284902,9.388548276
WRS,Wiler Süd,47.14883,7.554530004
WIN,Winkel am Zürichsee,47.29720785,8.598988309
ORD,Oberrieden,47.27967632,8.578460588
RUEM,Rümlang,47.45406561,8.532767323
MUBR,Mumenthal Brunnmatten,47.24026257,7.797086786
OF,Otelfingen,47.4549362,8.387532432
LIEN,"Lienz, Dorf",47.27721624,9.517016743
CIB,La Cibourg,47.122126,6.883663998
STET,Stettbach,47.39721541,8.596144779
UER,Uerikon,47.23586077,8.752625203
ZUWA,Zürich Wasserwerkstr 12 I-BU-O,47.38341944,8.540379509
GRFY,Grandfey (B),46.824113,7.166912405
BEV,Bever,46.54991,9.88847
DN,Deitingen,47.2182258,7.618913025
RTRF,"Rothrist, Flecken",47.30610049,7.903820649
INT,Intschi,46.76009087,8.650515215
SENG,Sengg (Verzw),46.60315349,7.926012279
SZHG,"Schwyz, Herrengasse",47.0221384,8.651132284
SAWE,Sandweid,46.61384,7.902980004
EGLU,Eglisau Unterwerk,47.57313329,8.51411772
AE,Aesch BL,47.46774466,7.60306821
KODT,Kohlendreiecktunnel,47.38175748,8.522082184
NEYS,Les Neys,46.23602,6.924779998
SIE,Sierre/Siders,46.29212156,7.532825556
FB,Feldbach,47.23920356,8.783497766
RUVI,"Rueras, Via Alpsu/Flurin",46.67588008,8.753871813
VISP,Villnachern Südportal,47.47110418,8.159830085
BUET,Bütschwil,47.35959125,9.075151064
SD,Saland,47.39421141,8.854221361
REPP,Reppischhof,47.38400176,8.396173316
BEFR,Bergfrieden,47.39746497,8.398961024
SBHW,"Strengelbach, Hardmattenweg",47.28222561,7.926374113
SBHD,"Strengelbach, Hard",47.2862849,7.92998026
MUER,Mürren BLM,46.56410552,7.897241734
TDT,La Tour-de-Trême Ronclina,46.60562,7.06144
GOTM,Gotthard Mitte,46.59870007,8.595291235
RCHG,Roches Grises,46.29376,7.061100003
RBLD,RBL Depot,47.41240021,8.397137159
SCWA,Schwaderloch,47.58628547,8.144307635
